xi,xj,LLM_model,prompt_id
As night deepened,night deepened night fought heard shouting time need wait decided check surroundings turn walk,GPT-2,14
Slowly but surely,trying find excuse fight go gym understand are answers 's way fighting fighting,GPT-2,283
The flower bloomed,flower bloomed day month sun shone night stars gleamed air birds sang villagers went work,GPT-Neo,430
In the basement,basement church middle night go sleep heard bang thud looked saw man standing gun,OPT,152
The art emerged,art emerged 1960s 1970s midst rights movement movement response rights movement,Falcon-7B,310
As they deciphered,deciphered data found data hypothesis data hypothesis data hypothesis data hypothesis data,BLOOM,34
"Gently, she planted",planted hand arm kissed see smile see smile see smile see smile,BLOOM,97
The alarm blared,alarm blared a.m. rolled hit snooze button rolled hit snooze button rolled time hit snooze button,Falcon-7B,306
In the competition,competition No . spot rankings anticipated drivers sport names receiving lot attention,GPT-Neo,161
The moon rose,moon rose sunlight moon began move wind moon became moon moved broke half moon broke Earth,GPT-2,490
The flower wilted,flower wilted died think bit flower leaves leaves flower flower,OPT,432
In the garden,garden are plants covered seeds pot water light flashlight face comes form circle seeds feet have,GPT-2,177
She danced to,danced drumbeat keeping rhythm pace hours heart racing excitement faced crowd people see kept eyes trained,GPT-Neo,239
As they climbed,climbed stairs sound music grew like said party said ',Falcon-7B,30
The song peaked,song peaked song certified platinum gold song,OPT,560
The leaves fell,leaves fell world ending autumn wind blowing existence asked afternoon,GPT-Neo,468
In the cafeteria,cafeteria school was guy sit table talk talk talking,OPT,155
As they listened,listened music students asked write thoughts music like music said student like music,Falcon-7B,46
The smoke drifted,smoke drifted water beach heat gone sun came looked house street minute walked courtyard,GPT-Neo,553
The cat meowed,cat meowed got said talking asked cat cat used have think,GPT-Neo,358
As they baked,baked cookies think use flour baker cook,Falcon-7B,25
He cast the,cast spell curse man servant man strength man wisdom man courage man strength,BLOOM,105
The future neared,future neared men taken island found taken hospital doctor told shot,BLOOM,436
The crowd cheered,crowd cheered Dancing Stars winner announced crowd cheered Dancing Stars winner announced crowd cheered Dancing Stars winner,Falcon-7B,382
"Slowly, she opened",opened eyes marble woman standing wall face had hair eyes color,GPT-2,297
The whiteboard filled,whiteboard filled diagrams plans ones drawn head time meeting started lost idea opening school letting students come,GPT-Neo,606
In the forest,forest saw man riding horse man glasses wearing sweater pants tights hat collarbone clasped man face expression,GPT-2,173
"Gently, she touched",touched skin face said ’re trouble ’re trouble said ’re,BLOOM,102
As they invented,invented idea self driving cars years innovations enabled develop drive supercars do,GPT-2,44
She turned away,turned looked man standing doorway man wearing jacket hat wearing hat wearing jacket,BLOOM,276
With a shrug,shrug gave introduction program think learn lot guess said leaning looking side computer screen,GPT-2,647
The flavors melded,flavors melded flavor flavor flavored using base make things family created base flavor allow flavor,GPT-2,429
The curtains fluttered,curtains fluttered fell make gaps ran room table covered maps,GPT-Neo,390
"Quietly, she moved",moved back room began read book reading book history reading voice reading,OPT,227
As night deepened,night deepened tramped streets lights city lights illuminated saw went darkness,GPT-Neo,14
"Gently, she placed",placed hand chest saying saying,OPT,96
The waterfall roared,waterfall roared water dragon rushing cliff waterfall water water dragon rushing cliff waterfall,Falcon-7B,601
The chapter ended,chapter ended bang story section contains spoilers week development time release week say game release,GPT-2,362
She admired the,admired way keep eyes mouth shut listener have teacher,BLOOM,233
"Slowly, he turned",turned head look mean make feel offended offended,OPT,292
With trembling hands,trembling hands man shirt tie stood camera ’m said ’m man,OPT,668
In the vault,vault is room door leads room door leads room door leads room door leads room door,OPT,211
The code compiled,code compiled compiler include include include include include errno,BLOOM,374
The makeup transformed,makeup transformed face woman woman woman woman woman woman woman,BLOOM,482
He decided to,decided go hospital having trouble breathing understand having trouble breathing understand having trouble breathing,OPT,109
As they talked,talked sun rose sky heat day began build air sound call bird going have go,Falcon-7B,60
As they brainstormed,brainstormed possibilities realized way do use combination use combination use combination,BLOOM,26
The butterfly landed,butterfly landed flower capture image capture image butterfly landing flower capture image butterfly landing flower,Falcon-7B,340
"Gently, she lifted",lifted head smile turned head let kiss corner mouth understand think woman love laughed stro,GPT-Neo,94
She turned around,turned looked man standing doorway man wearing jacket hat wearing hat wearing jacket,BLOOM,275
"Slowly, he poured",poured glass water began working head waiting moment said making progress,GPT-2,290
The colors blended,colors blended had take picture name flower love color love way sun shines leaves,Falcon-7B,376
The moment captured,moment captured imagination watching friend die driven despair create machine eliminate disease world world has machine called warfare device has,GPT-Neo,487
With great effort,effort managed get hands copy book author book called,Falcon-7B,667
"Gently, he stroked",stroked hair sweetheart lifted head looked ',Falcon-7B,90
The ice cracked,ice cracked thunderstorm struck region giving tip world ice scientists said Scientists estimated ice extent kilometers miles,GPT-2,449
In the basement,basement home works novel series bestsellers novel begins photo child beach ’s sentence,GPT-Neo,152
"Quietly, he practiced",practiced idea living society norms connected way make loser made effort find sense love,GPT-2,221
The bell chimed,bell chimed crowd students faculty erupted cheers students faculty gathered auditorium celebrate graduation class school,OPT,321
The ice melted,ice melted snow melted sun came birds started singing ’m birds singing ’m ’s ’m,Falcon-7B,452
With a heavy,heart hear loss husband loss family loss friends loss friends,BLOOM,641
The flower wilted,flower wilted fell spider climbed picked way hole came light turned spider looked had spines,GPT-Neo,432
As they ran,ran mile had stop point side people pass carrying load potatoes passed woman said neighbor,GPT-Neo,52
She stirred the,stirred wine wine stirred wine wine wine wine wine wine,BLOOM,273
With a click,click button order food restaurants click button order food restaurants food delivery service way order,Falcon-7B,629
She shaped the,shaped world fashion beauty magazine editor chief taking world film year editor signed produce documentary,Falcon-7B,266
As they waited,waited result students asked write thoughts topic students asked write thoughts topic students asked write thoughts topic students,BLOOM,64
As night fell,night fell 26th device found home years killed parents got car family arrived took boys custody,GPT-2,15
He conducted the,conducted phase study included total patients phase included total patients phase included total patients phase included total patients phase,BLOOM,107
Looking up at,Looking time was word describe sound father end interview give interview see hair get mess Sorry,GPT-2,214
