xi,xj,LLM_model,prompt_id
As they walked,"As they walked toward the back of the room, she started to tell him she was from the States, but it didn't feel like a confession, it seemed like a challenge.",GPT-Neo,65
"Slowly, she paddled","Slowly, she paddled out a couple of yards and then stopped.

""Come on,"" Mika said. ""I mean, I just don't...""

""No."" She closed her eyes.",GPT-Neo,298
He painted the,"He painted the picture with the colors of the world. Her painting was the colors of the world around her, of her country, of me.""

—from the biography of Mme.",GPT-Neo,119
Slowly but surely,"Slowly but surely, his father used her like he always used them with every passing year.",GPT-2,283
The wind gusted,"The wind gusted and the rain fell, but the 2013 edition of the “Run for the Fallen” 5K run/walk was a success.
The event, which was held Saturday, May 18, at the",Falcon-7B,609
She found the,"She found the perfect way to get her point across.
I think she's just trying to get attention.
I think she's just trying to get attention.
I think she's just trying to get attention.
I think she's",OPT,245
The train whistled,"The train whistled across the station as there went a train that came within yards of the station train.

A minute later.

The train followed the train, but soon turned right and ran into the waiting bus on the curb.",GPT-2,589
The makeup transformed,"The makeup transformed her.
I think it's the hair.",OPT,482
The rooms echoed,"The rooms echoed in the evening. There were two men standing outside, both carrying swords and axes, just behind the main door.",GPT-2,541
As they harmonized,"As they harmonized after the war,"" says John Lewis Gandy, ""the first thing to happen was that men stopped being ashamed of their sex.",GPT-Neo,43
The cat jumped,"The cat jumped to the window sill and looked out at the night. The street had changed, its sidewalks covered with darkly glittering snow. The wind was blowing up to the fourth floor window of the building next door.",GPT-Neo,357
The wind howled,"The wind howled and the rain fell, but that didn’t stop the 2017 edition of the “Taste of the Nation” event from being a success.
The event, which was held at the Hilton Garden Inn in downtown",Falcon-7B,610
She sang the,"She sang the National Anthem, led the Pledge of Allegiance, and closed with a prayer.

The entire time, she’s wearing a bright red polo with an American flag on the back.",GPT-Neo,262
The smoke rose,"The smoke rose to a point where I had to stand off to the side and breathe. I could see my face lit from behind the mask, with a bright red dot, as the smoke began to pour down from the side of his head.",GPT-2,554
He typed the,"He typed the following in the field.
""I'm sorry, but I can't do this.""
""I'm sorry, but I can't do this.""
""I'm sorry, but I can't do this.""
""I'm sorry, but I",BLOOM,141
In the den,"In the den of Sinbad the Sailor, there’s a map of a ship the size of Manhattan that is almost bigger than the island itself.

It is a sea map to an island that doesn’t even exist in our",GPT-Neo,168
The pages turned,"The pages turned to a series of posts on Reddit and it becomes apparent that the thread has gone viral.

In one post – titled ""Nuplinks"" by an anonymous user, featuring a photo of naked man and his girlfriend on their",GPT-2,507
The smoke cleared,The smoke cleared and the dust settled.,Falcon-7B,552
With a sigh,With a sigh came a voice that told him to sit down and I followed and told him to stand up. I saw a man being dragged down a flight of steps.,GPT-2,648
As the wind,"As the wind blows, the sea is rising.

The sea is rising.

The sea is rising.

The sea is rising.

The sea is rising.

The sea is rising.

The sea",OPT,21
The leaves swirled,"The leaves swirled in the wind, and the wind was blowing
through the leaves. The leaves were so soft and soft that they were
like a soft cloth, and the wind was blowing through them.",BLOOM,471
The alarm blared,The alarm blared at 6:30 a.m. on a recent Saturday morning.,OPT,306
As they created,"As they created the first ever 3D printed gun, Cody Wilson and Defense Distributed were met with a lot of criticism.",Falcon-7B,32
With a gasp,"With a gasp, I realized that I had been reading the comments on the article.",OPT,637
The door slammed,"The door slammed shut, and the man in the car was thrown into the back seat of the car. The man was taken to the hospital, where he died. The man was found to have been shot in the head.",BLOOM,405
The bird sang,"The bird sang its song,
The sun shone bright,
The wind blew gently,
The clouds were white,
The sky was blue,
The grass was green,
The flowers were red,
The trees were green,
The",Falcon-7B,328
With a frown,"With a frown, Shiro's face darkened with fear and sorrow. ""You can't come into this house.""


""Is that all?"" asked Shiro while laughing. ""I need to be the first one arrested.",GPT-2,635
The dog barked,"The dog barked at the door.
I think it was the cat.",OPT,397
With a laugh,"With a laugh, the man said: ""I'm not going to be a politician. I'm not going to be a politician.",OPT,642
In the meadow,"In the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow, in the meadow",OPT,189
In the corridor,"In the corridor to the upper deck, a second security guard spotted the same car.",GPT-2,163
In the kitchen,"In the kitchen, I'm a chef. In the bedroom, I'm a dominatrix. In the living room, I'm a dominatrix. In the bedroom, I'm a dominatrix.",OPT,181
The aroma spread,"The aroma spread in a rush, and I could hear the clinking of glasses.

After a moment, the three rose and walked to the bar, where they sat down.

""I believe the first toast,"" said Mr.",GPT-Neo,308
In the recital,"In the recital of a certain episode of ""The Last Temptation of Christ"" by Karl Barth, the German theologian noted the contrast that can be drawn between the religious faith of a priest and that of a layman.",GPT-Neo,198
The lines flowed,"The lines flowed swiftly, yet somehow slower, for the man now sitting on the edge of the stage.",GPT-Neo,478
