xi,xj,LLM_model,prompt_id
In the garage,garage garage garage garage garage garage garage garage garage garage garage,OPT,176
The bell tolled,sound wind wind wind bell wind bell wind bell,BLOOM,324
The door slammed,shut floor body moving looked staring see whispered,GPT-2,405
As night deepened,star season emerged clouds was flutter heart woman sitting doorway kitchen place,GPT-Neo,14
The deal closed,acquisition company part strategy expand presence field automation strengthen position market automation,Falcon-7B,394
The wine breathed,air wind blowing trees sun shining stars shining sky wind blowing trees sun glowing,BLOOM,612
The art lived,art living art living art living art living art,Falcon-7B,311
The sun set,morning wind blowing direction west sun shining wind wind blowing direction east,BLOOM,574
As they harmonized,rules number employees company increased company increased number employees company increased number,BLOOM,43
The alarm sounded,tenths inch hit window felt arms legs freeze tried absorb saw window face pressed,GPT-Neo,307
In the living,room fireplace point fireplace place family gathers watch TV read hang fireplace place family gathers watch TV read hang,Falcon-7B,185
"Gently, she sketched",lines picture appeared mind man eyes chest show,GPT-Neo,100
The swing creaked,sat feet dangling backyard childhood home one grew sitting swing father built child,Falcon-7B,576
The water splashed,floor floor splashed water floor floor splashed water floor floor splashed water,BLOOM,600
The treasure glowed,dark thing thing,OPT,590
The butterfly landed,tree tree tree tree tree tree,OPT,340
She admired the,way get job done impressed ability get job done impressed ability get job done impressed ability get,OPT,233
The leaves fell,went see sticking noticed were leaves make ground said knew,GPT-2,468
As they enchanted,world elves dwarves earth discover power ring ring device allowed wielder control elements world,OPT,36
The lunch crowd,continued celebrate cheering laughing located warehouse warehouse neighborhood According article affiliate,GPT-2,480
With a nod,past Wars trilogy return roots trilogy return roots �,OPT,644
The guitar hummed,background distracting thought guitar,OPT,445
She looked away,camera looked think looking camera,OPT,248
In the server,room server piece equipment heart network piece equipment failure server room part,Falcon-7B,200
With a nod,past Wars trilogy return roots trilogy return roots �,OPT,644
As day broke,sun shining wind blowing sun shining wind blowing sun shining wind blowing sun shining wind blowing sun shining,BLOOM,6
As they ran,hear gunfire body shaking ran took cover trying pick looked shoulder realizing killed arms,GPT-2,52
The canoe glided,water sound lapping waves hull sun beginning rise sky blue wispy clouds air,Falcon-7B,350
The drawing completed,students held winners category,GPT-Neo,408
In the network,invention term network used refer collection interconnected computer systems network computers network servers network routers network switches network,OPT,193
The query returned,list records table list records table list records table,OPT,526
"Slowly, he breathed",trying get air lungs trying get air lungs trying get air lungs trying,OPT,284
She stepped forward,eyes ground mean interrupt go wait reached grabbed arm,Falcon-7B,272
With a gasp,flung arms round ruddy man kneeling floor wagon gasped longing see,GPT-Neo,637
She whispered softly,,OPT,280
She stood up,placed call president interview said wanted find was way university awarded university,GPT-2,274
The line flew,stadium game,OPT,477
The fire died,survivors spent hours walking scorched earth debris searching family members missing praying survivors recovery sun rose investigators returned burned site see extent,GPT-Neo,419
In the bakery,baking process done position baking process done position baking process done position baking process done position,BLOOM,150
The crowd gathered,site crash village afternoon crash happened 3.30pm car travelling direction collided l,OPT,383
The snow crunched,feet walked sidewalk walking sidewalk heard crash looked see man lying ground bleeding head,OPT,555
In the meadow,meadow meadow meadow meadow meadow meadow meadow meadow meadow,OPT,189
The skills improved,seen lot users used lot users results determine has skills given job,GPT-2,550
With a gasp,man standing stood attention hand grasping hand chest looked mid - twenties man,GPT-Neo,637
In the office,police force see people doing said added need people levels government tell charge,GPT-2,194
The fire dwindled,filled wave started moving path home attacked mob shot,GPT-2,421
"Gently, she planted",kiss lips said said said,OPT,97
"Carefully, she lifted",lid box thing saw pair leather gloves pulled held light leather,Falcon-7B,84
The day passed,received order worried boat ordered 15th received,OPT,393
As they walked,noticed walking aisle eating started asking calories gave rest eat,GPT-2,65
The phone vibrated,sound car approaching heard driver wearing jacket leather jacket wearing leather jacket leather jacket driver wearing leather jacket,BLOOM,516
The bird nested,mile stew take ride animal do has,GPT-Neo,327
The clock chimed,midnight world gone sleep door swung walked procession likes come man mind contemplating wonders world,GPT-Neo,370
In the meadow,side road group men women playing game bocce ball ball landed meadow players drop ground roll grass,GPT-Neo,189
The wind blew,face walked beach let pass fingers foot came water tried push sand fell pulled sandal,GPT-Neo,608
The car honked,said say saying began stuttered beat beat kidding,GPT-2,352
"Slowly, she opened",eyes looked say name today asked looking bit said,GPT-2,297
As they laughed,left faces respond spite eyes seemed reflect situation,GPT-2,45
With a chuckle,said know n’t know said know know,BLOOM,628
The plants thrived,soil plants grow soil time plants grow soil time plants grow soil time,BLOOM,519
The ice crackled,wind blew wind blowing direction ice ice crackling wind blowing direction ice ice crackling wind blowing,BLOOM,450
The car swerved,fireball hit bang shock breathing fire student said,GPT-2,356
As they smiled,laughed men arrested charged murder man found car middle night city men identified,OPT,58
The instrument sang,note sound sound bell note sound sound bell,Falcon-7B,456
With a laugh,said know n’t know said know know do,BLOOM,642
The muscles warmed,blood began flow energy began flow muscles light began spread muscles happened light began spread half body,GPT-Neo,494
As they farmed,people land live peace live harmony live harmony people land live harmony,BLOOM,41
She raised her,eyes looked man standing doorway man room time man room,BLOOM,259
The moment passed,stood looking river asked like hear story thought finish story,GPT-Neo,488
The fire roared,ripping holes wall pillar stone wall shatter pulled backpack floor ran seen bear was way escape,GPT-2,423
He cracked the,door peered going go see find said come said girl stay,Falcon-7B,108
With a shrug,said ’re ’re ’re ’re,BLOOM,647
The ice cracked,water rushed water rushed water rushed water rushed water rushed,Falcon-7B,449
The plot thickened,case city reported city inspector general launched investigation money inspector general,Falcon-7B,520
In the workshop,have range tools equipment help projects have range hand tools power tools selection hand tools have range hand tools power tools,Falcon-7B,212
In the hallway,school group students gathered table playing game cards teacher standing door watching teacher cheating,Falcon-7B,180
The waterfall roared,ice flowed water rose Stop said Stop said feel,GPT-Neo,601
The letter arrived,mail day 24th written man named member wrote 23rd,GPT-Neo,473
As night deepened,air smell smoke fire burning middle street smoke fire burning middle street,OPT,14
The door creaked,door closed door closed door closed door closed,OPT,403
He conducted the,live interview woman internet conducted interview woman internet live interview woman internet,OPT,107
"Slowly, she opened",eyes saw sight man standing doorway turned looked look surprise man wearing hat,BLOOM,297
"Quietly, she entered",room looked clock house kitchen time had,BLOOM,225
"Slowly, she jogged",turned back people team asked turned face saw,GPT-2,296
In the morning,woke sound rain see rain love rain love sound rain love smell rain love feel,Falcon-7B,191
